name,price,shape,category_id
FELDENE 20 MG 10 DISPERSIBLE TAB.,28,CAPS-TABS,4
FELDENE 20MG 10 CAPS.,26.25,CAPS-TABS,4
FEMOGESAL  0.03/0.075MG  21TAB,27,CAPS-TABS,
FEMROSE 30 CAP,76,CAPS-TABS,
FERITIN 24 CHEW. TABS.,54,CAPS-TABS,13
FERNILAR  5MG 20 F.C.TAB.,18,CAPS-TABS,
FEROGLOBIN 30  CAP,66,CAPS-TABS,13
FEROSE-F CHEWABLE 30 TAB.,42,CAPS-TABS,13
FERRO TONIC 24  TABS,50,CAPS-TABS,13
FERRO-6 SOFT GELATIN CAPS.,15.75,CAPS-TABS,13
FERRODUONAL 30  CAP,48,CAPS-TABS,13
FERROFOL 30 CAPS.,6,CAPS-TABS,13
FERROFOLVIT-Z 30 CAP.,18.5,CAPS-TABS,13
FERROTRON 30 CAPS.,80.5,CAPS-TABS,13
FEWMIG 20 CAP,16.8,CAPS-TABS,
FEXON 180MG F.C.TAB.,15,CAPS-TABS,
FINASTURA   5MG    30TAB,63,CAPS-TABS,
FLADAZOLE 500MG 4 TAB.,11,CAPS-TABS,
FLAGENTYL 500MG F.C. TABS.,21.6,CAPS-TABS,
FLAGYL 250MG 20 TAB.,11.25,CAPS-TABS,12
FLAGYL 500 MG 20 TAB.,12,CAPS-TABS,12
FLAMIFAST 50 MG 30 TABS.,36,CAPS-TABS,4
FLAMOTAL 400 MG 30 F.C. TAB.,22.5,CAPS-TABS,
FLAMOTAL 600 MG 20 F.C.TAB.,18,CAPS-TABS,
FLAZACOR 30MG 10 TAB,49,CAPS-TABS,
FLAZACOR 6MG 10 TAB,15,CAPS-TABS,
FLECTOR 50 MG 30 CAPS.,38.25,CAPS-TABS,4
FLEXILAX 30 TAB,34.5,CAPS-TABS,
FLEXPRO EXTRA 20 F.C.TAB.,18,CAPS-TABS,4
FLOPADEX 8 MG 30 CAPS.,105,CAPS-TABS,
FLOTAC 75 MG 20 CAPS.,45,CAPS-TABS,
FLOXABACT 500MG 10  TABS,40,CAPS-TABS,
FLOXABACT 500MG 5 TAB.,40,CAPS-TABS,
FLOXAMO 1 GM 16 TAB,36,CAPS-TABS,
FLUB 100MG 6 TAB.,6.5,CAPS-TABS,
FLUCORAL 150 MG 2 CAPS.,24,CAPS-TABS,
FLUMOX 1 GM 15 TABS.,42.75,CAPS-TABS,12
FLUMOX 250 MG 12 CAPS.,14.25,CAPS-TABS,12
FLUMOX 500 MG 16 CAPS.,32.5,CAPS-TABS,12
FLUNZAPINE 12/25 MG 20 CAPS.,60,CAPS-TABS,
FLUREST N 20 TAB,9,CAPS-TABS,5
FLUROFLOX 400MG 5 TAB,40.5,CAPS-TABS,
FLUVER 100MG 6 TAB.,6.5,CAPS-TABS,
FLUVERMAL 100 MG 18 TAB.,27,CAPS-TABS,
FOLEX 24 CHEW. TABS.,30,CAPS-TABS,
FOLIC ACID 5 MG 20 TAB. (EIPICO),10.5,CAPS-TABS,13
FOLIC ACID 500MCG (MEPACO) 20 TAB,7.5,CAPS-TABS,13
FOLIC ACID 5MG 50 TAB. (NILE),26.25,CAPS-TABS,13
FOLICAP 0.5 MG 24 CAP,6,CAPS-TABS,13
FOLICAP 2.5 MG 24 CAP.,8.25,CAPS-TABS,13
FORADIL 12 MCG 30 CAPS.+INHALER,141,CAPS-TABS,7
FORBUDES 400/12MCG 60 INH. CAPS.+INHALER,150,CAPS-TABS,7
FORXIGA 10 MG 28 TABS.,333,CAPS-TABS,
FREQUEFENACINE 7.5 MG 20 EXT. REL. TABS.,46,CAPS-TABS,
FUNGICAN 150MG 2 CAPS.,36,CAPS-TABS,12
FURAZOLE 20 TAB.,8.3,CAPS-TABS,
FUTAPAN 40 MG 14 TAB,30,CAPS-TABS,
GABALEPSY 300MG CAPS.,46,CAPS-TABS,
GABIMASH 300 MG 30 TAB,51,CAPS-TABS,
GABIMASH 800MG 20 TAB.,62,CAPS-TABS,
GALVUS MET 50/1000MG 30 TABS.,147,CAPS-TABS,11
GALVUS MET 50/500MG 30 TABS.,147,CAPS-TABS,11
GANATON 50MG 30 F.C.TAB.,45,CAPS-TABS,
GANTOLIEF 50 MG 30 TAB,28.5,CAPS-TABS,
GAPTIN 100 MG 30 CAPS.,45,CAPS-TABS,
GAPTIN 300 MG 30 CAPS.,66,CAPS-TABS,
GAPTIN 400 MG 30 CAPS.,84,CAPS-TABS,
GAROPRIDE 50 MG 30 TABS.,30,CAPS-TABS,
GASEOFLATEX PLUS 20 CHEW. TAB.,22.5,CAPS-TABS,
GASMOVAC 5MG 20 TAB.,36,CAPS-TABS,
GASTORELIVE 50MG 30 F.C.TAB.,31.5,CAPS-TABS,
GASTRAZOLE  20 MG 14 CAPS.,42.4,CAPS-TABS,6
GAST-REG 100MG 30TAB.,31.25,CAPS-TABS,8
GAST-REG 200MG 30 TAB.,36,CAPS-TABS,8
GASTROBIOTIC 200 MG 20 TAB.,68,CAPS-TABS,12
GASTROBIOTIC 550 MG 30 TAB.,219,CAPS-TABS,12
GASTRODOMINA 20mg 20 tab.,11.35,CAPS-TABS,
GASTRODOMINA 40MG 30 TAB.,37.5,CAPS-TABS,
GASTROFAIT 1GM TAB.,8.5,CAPS-TABS,
GASTROMOTIL 10MG 20 TAB.,15,CAPS-TABS,8
GENUPHIL 50 F.C.TAB.,115,CAPS-TABS,
GENURIN 200MG 30TAB.,42,CAPS-TABS,
GESTRANIL 0.03/0.075MG 21 TAB.,27,CAPS-TABS,
GINCOSTAZEN 30 CAPS.,39.75,CAPS-TABS,
GINKO BILOBA 30 CAP,49.5,CAPS-TABS,13
GINKO PLUS 20 CAP,18,CAPS-TABS,13
GINKOFIT 10 CAP,24,CAPS-TABS,13
GIT 20 CAPS.,28.8,CAPS-TABS,
GLIMADEL 3MG 30 TAB.,24,CAPS-TABS,
GLIMADEL 4MG 30 TAB.,27,CAPS-TABS,
GLIMEPIRIDE PLUS 4\30 MG 30TAB.,72,CAPS-TABS,
GLIMET FORTE 5/800 MG 30 TAB.,27,CAPS-TABS,
GLIMPACARE 25 MG 21 TABS.,208.5,CAPS-TABS,
GLIPTUS 50 MG 30 TAB,95.25,CAPS-TABS,11
GLIPTUS PLUS 50/1000 MG 30 TAB,104,CAPS-TABS,11
GLIPTUS PLUS 50/850 MG 30 TAB,104,CAPS-TABS,11
GLUCOPHAGE 1000MG 30 TAB.,27,CAPS-TABS,11
GLUCOPHAGE 500MG 50 TAB.,27.5,CAPS-TABS,11
GLUCOPHAGE XR 1000MG 30 TAB,60,CAPS-TABS,11
GLUCOVANCE 1000/5 MG 30 TAB,60,CAPS-TABS,11
GLUCOVANCE 500/2.5MG 30 TAB,28.5,CAPS-TABS,11
GLUCOVANCE 500/5MG 30 TAB,39.75,CAPS-TABS,11
GLUOKAN 5/500MG 30 TAB.,16.5,CAPS-TABS,11
GLYBOFEN 5/1000 MG 30 TAB.,27,CAPS-TABS,
GLYCODAL 30 CHEW. TAB.,21,CAPS-TABS,
GOLINOSAB 0.5MG  4TAB.,90,CAPS-TABS,
GOLINOTECH 0.5MG 2 TAB.,54,CAPS-TABS,
GOUTIFADE 40 MG 20 TAB.,36,CAPS-TABS,
GOUTIFADE 80 MG 20 TAB.,48,CAPS-TABS,
GRALIPENTIN XR 300 MG 30 TABS.,60,CAPS-TABS,
GRALIPENTIN XR 600 MG 30 TABS.,98.25,CAPS-TABS,
GRAPEXON  30 CAP,75,CAPS-TABS,
G-SAC 30  CAPS,42,CAPS-TABS,
GYNERA 21 COATED TAB.,60,CAPS-TABS,
GYNOCEPT 21 TABS.,24.5,CAPS-TABS,
GYNOZOL 200MG VAGINAL SOFT GELATIN CAPS,15,CAPS-TABS,
HAEMA-CAPS 28 CAPS.,36,CAPS-TABS,13
HAEMACTIN 20 CAPS.,36,CAPS-TABS,
HAEMOJET 100 MG 36 CAPS.,47.25,CAPS-TABS,13
HAEMOSTATINE 250MG 30 TAB.,19.5,CAPS-TABS,
HAEMOSTOP 500MG 20 TAB.,26,CAPS-TABS,
HAIR TONE 40 CAPS,38,CAPS-TABS,13
HAIRTONIC 60  CAPS,84,CAPS-TABS,13
HALONACE 5MG 10 TAB.,4,CAPS-TABS,
HEALSEC 20 MG  14CAP.,21.75,CAPS-TABS,
HEALSEC 40MG  14CAPS.,45,CAPS-TABS,
HEALTHIBACT 400MG SCORED F.C.TAB,27,CAPS-TABS,
HELI-CURE ENTERIC COATED TAB.,85,CAPS-TABS,6
HEMSI CAP.,26.4,CAPS-TABS,
HEPAFORT 30 S.G CAP.,24,CAPS-TABS,
HEPALUBINE  30CAP,51,CAPS-TABS,
HEPATO-FORTE 30 CAP,24,CAPS-TABS,
HERBANA 20 CAP,31.5,CAPS-TABS,
HERMPRO 10MG 20 TAB.,85,CAPS-TABS,
HIBIOTIC 1000MG 16 TAB,75,CAPS-TABS,12
HIBIOTIC 375MG 20 TAB.,66,CAPS-TABS,12
HIBIOTIC 625MG 16TAB.,71.5,CAPS-TABS,12
HIDRASEC 100 MG 10 CAP,45,CAPS-TABS,
HIPAMAX 20 CAP,24,CAPS-TABS,13
HIPAMAX PLUS 20 CAP.,36,CAPS-TABS,13
HI-POTENCY FORMULA 30 TABS.,46.25,CAPS-TABS,13
HISTAFREE 120MG TAB.,10,CAPS-TABS,
HISTAZINE-1 10    20TABS,31,CAPS-TABS,5
HISTAZINE-1 10 MG 30 TAB.,46.5,CAPS-TABS,5
HISTOTEC 16 MG 20 TAB,19,CAPS-TABS,
HOSTACORTIN 5MG 30 TAB.,12,CAPS-TABS,
HYDROQUINE 200MG 20 TAB.,40,CAPS-TABS,
HYGIREXAL 30  CAPS,99.75,CAPS-TABS,
HYGI-TADINE 5MG 20 TAB,20,CAPS-TABS,
HYSTROGEST 200 MG 30 CAPS.,109,CAPS-TABS,
I.Z. GLOBIN 30 CAP,25.2,CAPS-TABS,
IBIAMOX 500MG 12 CAP,15,CAPS-TABS,
IBIDROXIL 1GM 8 F.C TAB.,29,CAPS-TABS,
IBIDROXIL 500 MG CAPS.,20,CAPS-TABS,
ICANDRA 50MG 30 TAB,69,CAPS-TABS,11
ICANDRA PLUS 50/1000MG 30 TAB,96.75,CAPS-TABS,11
IDELOX 400mg 10Tab,116,CAPS-TABS,
IMIPRAMINE 25MG 50 TAB.,10,CAPS-TABS,
IMMULANT 20 CAP,27,CAPS-TABS,
IMMULANT PLUS 20 CAP,18,CAPS-TABS,
IMMUNO FLU SOFT GELATIN CAPSULE.,20,CAPS-TABS,
IMMUNO-MASH 30 TABS.,75,CAPS-TABS,
IMMUNVITA 20 CAP.,28.5,CAPS-TABS,
INCONT 4MG 30 L.A.TAB.,66,CAPS-TABS,
INDERAL 10 MG  50TAB,25,CAPS-TABS,10
INDERAL 40 MG  50 TAB,35,CAPS-TABS,10
INDOCID 25 MG 30 CAPS.,8.5,CAPS-TABS,
INFECTOCURE 500 MG 14 TABS.,40,CAPS-TABS,
INFECTOMYCIN 500MG 6 TAB,33,CAPS-TABS,
INTEGROL 5MG  30TABS,77.25,CAPS-TABS,
IPANTEN 100MG CAPS.,29,CAPS-TABS,
IRO-F 20  TABS,55,CAPS-TABS,
IROFERIN 30 CAPS,60,CAPS-TABS,
IROLAMIN   30CAP,24,CAPS-TABS,
IRONOGLOR-MAX 30 TABS.,65,CAPS-TABS,
ISOPRINOSINE 500MG 8 TAB.,16.62,CAPS-TABS,
ISOPTIN 80 MG 30 TAB,18.75,CAPS-TABS,
ISOPTIN SR 240MG 20  TABS,32,CAPS-TABS,
ISOTRETINOIN 10MG SOFT GELATIN CAPS.,38,CAPS-TABS,
ISOTRETINOIN 20MG SOFT GELATIN CAPS.,75,CAPS-TABS,
ITATRON 21  24 CAPS,50,CAPS-TABS,
ITOMASH 50MG 30 TAB.,31.5,CAPS-TABS,
ITOPRIDE 50 MG 30 TAB,34.5,CAPS-TABS,
ITRACON 100MG  4CAPS.,21.6,CAPS-TABS,
ITRACON 100MG 14 CAPS.,63,CAPS-TABS,
ITRANOX 100 MG 5 CAP,18,CAPS-TABS,
ITRAPEX 100 MG 4 CAPS.,19.2,CAPS-TABS,
IVERZINE 6MG 24  TABS,45,CAPS-TABS,12
JAKMESTON 20TAB,12,CAPS-TABS,
JANUMET 50/1000MG 56 TAB,308,CAPS-TABS,11
JANUMET 50/850MG 56 TAB,308,CAPS-TABS,11
JOFLEX 500MG CAPS.,20.75,CAPS-TABS,
JOYPOX 60MG 3TABS.,42.5,CAPS-TABS,-
JUSPRIN 81 MG 60 TAB,24,CAPS-TABS,10
JUSTECHOL 10MG 14 TAB,33,CAPS-TABS,
JUSTECHOL 20MG 14 TAB,57.5,CAPS-TABS,
K1 APEX 10MG 30 CHEWABLE TAB.,33,CAPS-TABS,13
KANSARTAN PLUS 300/12.5MG 30 TABS.,57,CAPS-TABS,
KAPRON 500MG 20 F.C TAB.,36,CAPS-TABS,
KARBALTA 30 MG 28 CAPS.,126,CAPS-TABS,
KARBALTA 60 MG 30 CAPS.,126,CAPS-TABS,
KAST 10MG 10 TAB,42,CAPS-TABS,
KAST 5MG 14 CHEW. TAB.,42,CAPS-TABS,
KATA 20 TAB,40,CAPS-TABS,
KEFLEX 1GM 16 TAB.,41.5,CAPS-TABS,
KEFLEX 500 MG 12 CAP.,22,CAPS-TABS,
KELLAGON 20MG 20 CAPS.,16,CAPS-TABS,
KEPRADIL XR 750MG 30 F.C. TABS.,138,CAPS-TABS,
KEROVIT 30 CAPS.,54,CAPS-TABS,13
KETOFAN 50MG 20 CAPS,10.5,CAPS-TABS,4
KETOLAC 10MG 20 TAB.,18,CAPS-TABS,4
KETOLGIN 50MG 30 TABS,12,CAPS-TABS,4
KETOPREK 75MG 20 CAPS.,18,CAPS-TABS,4
KEVORK 500MG 5 TAB,57,CAPS-TABS,
KEVORK 750MG 10 TAB,81,CAPS-TABS,
KLACID 250 MG 14 TAB,67.5,CAPS-TABS,
KLACID 500MG 14TAB.,117.75,CAPS-TABS,
KLACID XL 500MG 14 TAB,138.75,CAPS-TABS,
KLARIMIX 500MG 14 TAB,82,CAPS-TABS,
KOKAST 4MG 7 CHEW. TAB.,21.6,CAPS-TABS,
K-VITON 10MG SUGAR COATED TAB.,7.5,CAPS-TABS,13
LACTEOL FORTE 12 CAPS.,36,CAPS-TABS,13
LACTEVENOR 0.03MG 35 TAB.,13,CAPS-TABS,
LACTOCAL 30 TABS.,30,CAPS-TABS,13
LACTODEL 2.5MG 20 TAB.,28,CAPS-TABS,
LACTO-MASH 100 MG 30 CAPS.,132,CAPS-TABS,
LACTY 20  CAPS,20,CAPS-TABS,
LAMICTAL 100MG 30 TAB.,122,CAPS-TABS,
LAMICTAL 50MG 30 TAB.,76,CAPS-TABS,
LAMIFEN 125 MG 14 TAB.,40,CAPS-TABS,
LAMIFEN 250 MG 14 TAB.,58,CAPS-TABS,
LANOXIN 0.25MG 100 TAB,28.75,CAPS-TABS,
LANTANON 30MG 10 CAPS.,45,CAPS-TABS,
LANTOPEP 60 MG 14 CAPS.,73,CAPS-TABS,
LANZOFUTAL 15MG 10 CAP,22.2,CAPS-TABS,
LANZOFUTAL 30MG 14 CAP,42,CAPS-TABS,
LARIVEX  500MG 5 TAB.,30,CAPS-TABS,
LASILACTONE 100/20MG  30TAB.,50,CAPS-TABS,
LASILACTONE 50/20MG  30TAB,42,CAPS-TABS,
LASIX 40MG 24 TAB.,15,CAPS-TABS,10
LAXEOL PI 5MG 20TAB.,9.5,CAPS-TABS,
L-CARNITINE 350 MG 20 CAPS.,39.75,CAPS-TABS,13
L-CARNITINE PLUS 20 F.C.TAB.,60,CAPS-TABS,13
LEE-FLOX 500MG 5 TAB,45,CAPS-TABS,
LEE-FLOX 750MG 7 TAB,63,CAPS-TABS,
LEGALON 140MG 30 CAPS.,67.5,CAPS-TABS,
LEPTICURE 100 MG 20 CAPS.,15.6,CAPS-TABS,
LEPTICURE 300MG 30  CAPS,61.2,CAPS-TABS,
LEPTICURE 400MG 30  CAPS,93.6,CAPS-TABS,
LERGICARE   5MG   30TAB,27,CAPS-TABS,
LEVANIC 500MG 7 TAB.,48,CAPS-TABS,
LEVANIC 750 MG 5 TAB.,35,CAPS-TABS,
LEVANOX 20 CAP,38,CAPS-TABS,
LEVCET 5MG 20 TAB.,31.5,CAPS-TABS,
LEVECTAM 1000 MG 10 TABS.,55.5,CAPS-TABS,
LEVOCARNINE 500MG 20 TAB.,43,CAPS-TABS,
LEVOCTIVAN 5MG 30 F.C. TAB.,31.5,CAPS-TABS,
LEVOHISTAM 5MG 30 TAB,45,CAPS-TABS,
LEVOMAGICTAM 500 MG 5 TAB.,27,CAPS-TABS,
LEVOTAVIN 500 MG 7 TABS.,20.5,CAPS-TABS,
LEVOTAVIN 750 MG 7 TABS.,27,CAPS-TABS,
LEVOXIN 250MG 5 F.C.TAB.,45,CAPS-TABS,
LEVOXIN 500 MG 5 F.C.TAB.,76,CAPS-TABS,
LEZBERG-AMLO 5/40MG 30 TAB,66,CAPS-TABS,
LIBRAX 30 TAB.,10.5,CAPS-TABS,8
LIDOFLAK 8MG 30  CAPS,105,CAPS-TABS,
LINEZOLID 600 MG 7 TABS.,62,CAPS-TABS,12
LINEZOX 600 MG 14 TABS,144,CAPS-TABS,12
LIPANTHYL 300MG 30 CAPS.,45,CAPS-TABS,
LIPANTHYL SUPRA 160MG 30 TABS.,60,CAPS-TABS,
LIPIFIBRATE 105 MG 30 TABS.,63,CAPS-TABS,
LIPINORM 20MG F.C.TAB.,21.6,CAPS-TABS,
LIPINORM 40 MG F.C.TAB.,26.4,CAPS-TABS,
LIPITOR 10 MG 7 TAB,40,CAPS-TABS,
LIPIZAD 20MG 30TAB,54,CAPS-TABS,
LIPONA 10MG TAB.,27.6,CAPS-TABS,
LIPONA 20mg f.c.tab.,30,CAPS-TABS,
LIPONA 40MG 10 F.C.TAB.,30,CAPS-TABS,
LIVAGOAL 450MG 20 CAPS.,90,CAPS-TABS,
LIVER ALBUMIN 20CAP,49.5,CAPS-TABS,13
LIVERIN 20 CAP,45,CAPS-TABS,
LIVIDEMIA 2 MG 10 TABS.,28.8,CAPS-TABS,
LOGIMAX S.R.  30TAB.,60,CAPS-TABS,
LORAL 30MG 10 CAPS.,30,CAPS-TABS,
LORAZ 50/12.5MG20 TAB.,24,CAPS-TABS,
LORNICAM 8MG 10 TAB,23.5,CAPS-TABS,4
LORNOXICAM 4MG 20 TAB,21,CAPS-TABS,4
LORNOXICAM 8MG 20 TAB,28.5,CAPS-TABS,4
LOSARTAN 50MG 10 TAB,21.6,CAPS-TABS,10
LOVIR 400MG 10 DISP. TAB.,36,CAPS-TABS,
LUCIDRIL 250MG 20 TAB,35,CAPS-TABS,
LUCIDRIL 500MG 20 TAB,58,CAPS-TABS,
LUSTRAL 50MG 20 TAB.,80,CAPS-TABS,
LYCOMEN CAP,39,CAPS-TABS,
MAALOX CONTROL 20 MG 14 TABS.,30,CAPS-TABS,6
MAALOX PLUS 40 CHEW. TAB.,40.5,CAPS-TABS,6
MACROFURAN 100 MG 30 CAP,21,CAPS-TABS,
MACROFURAN 50 MG 30 CAP,15,CAPS-TABS,
MAGNABIOTIC 1 GM 10 F.C. TAB.,46.5,CAPS-TABS,
MAGNABIOTIC 625MG 8 TAB.,37,CAPS-TABS,
MAGNESIUM PLUS 30 TAB.,11.5,CAPS-TABS,
MARCAL 30 TAB,21,CAPS-TABS,
MAREVAN 1 MG 100 TAB.,10.5,CAPS-TABS,
MAREVAN 3 MG 100 TAB.,18,CAPS-TABS,
MAREVAN 5 MG 100 TAB.,25.25,CAPS-TABS,
MARK FAST 30 CAP,27,CAPS-TABS,
MARSALAZ 500MG 30 ENTERIC COATED TAB.,74.25,CAPS-TABS,
MARTAVVIVA 2MG/0.03MG  TABS,62.25,CAPS-TABS,
MARVIT 14 CAP,19,CAPS-TABS,
MARVITENSE 40/5/12.5MG 30 TAB,66,CAPS-TABS,
MAVILOR 5 MG 30 TABS.,48.75,CAPS-TABS,
MAXFOL 20 CAP,39,CAPS-TABS,
MAXICAL 30 TABS,49.5,CAPS-TABS,13
MEBEFAC 200 MG 30 TAB,33.75,CAPS-TABS,
MEDEXAFLAM 15MG 20 TABS.,24,CAPS-TABS,
MEGAFEN 30 TAB,21,CAPS-TABS,
MEGALASE 20 TAB,36,CAPS-TABS,
MEGAMOX 1GM 14 TAB.,75,CAPS-TABS,
MEGAMOX 625MG 14 TAB.,60,CAPS-TABS,
MELOCAM 15MG 30 TAB.,34.5,CAPS-TABS,4
MELOCAM 7.5MG 20 TAB.,17,CAPS-TABS,4
MENTOPLEX 20 CAPS,33,CAPS-TABS,
MEPACURE 30 CAPS.,9.5,CAPS-TABS,
MEPAFURAN 100mg 20 CAPS,14,CAPS-TABS,
MERAMERIX 400MG 5TAB,40.5,CAPS-TABS,
MERTI 30 CAP,54,CAPS-TABS,
METACARDIA 20MG 30 TAB.,18,CAPS-TABS,
METACARDIA MR 35MG 30 TAB.,26.25,CAPS-TABS,
METHABIOGEN 8 MG 30 SCORED TAB.,40.5,CAPS-TABS,
METHERGIN 0.125MG 30 TAB.,15,CAPS-TABS,
METHOQUICK 50/500MG 20 TAB.,23,CAPS-TABS,
METHORELAX 30 TAB.,40.5,CAPS-TABS,
METROHALER 30 INHALATION CAPS,92.5,CAPS-TABS,
MEXICAM 15MG 20 TAB.,18,CAPS-TABS,
MICROLUT 0.03MG 35 COATED TAB.,16,CAPS-TABS,
MICROSERC 24MG 20 TAB.,28,CAPS-TABS,
MIDODRINE 2.5 MG 20 TAB,22,CAPS-TABS,
MIFLONIDE 400MCG 60 INH. CAPS.,132,CAPS-TABS,
MILGA 40 TAB,42,CAPS-TABS,13
MILGA ADVANCE 30  TABS,60,CAPS-TABS,13
MINALAX 10 TAB.,9,CAPS-TABS,8
MINERAVIT 20 SOFT GELATIN CAPS.,4.95,CAPS-TABS,13
MINIRIN MELT 120MCG SL 30 TAB,420,CAPS-TABS,
MINOPHILLINE S.R. 300MG 30 TAB.,15,CAPS-TABS,7
MIRTIMASH 30MG 30 SCORED TAB,99,CAPS-TABS,
MOBIC 15 MG 30 TAB.,105,CAPS-TABS,
MOBITIL 15MG 10 TABLET,17.25,CAPS-TABS,4
MOBITIL 7.5MG 10 TABLET,12.5,CAPS-TABS,4
MODASOMIL 200 MG 30 TABS.,180,CAPS-TABS,
MODURETIC 5/50MG 30 TAB.,9.5,CAPS-TABS,
MOFLOX 400MG 10 TAB,108,CAPS-TABS,
MOLIVART 160/5 MG 14 TAB.,26.4,CAPS-TABS,
MONOMAK 20MG 20 TAB.,12,CAPS-TABS,
MONOMAK DEPOT 100MG 10 F.C.TAB.,28,CAPS-TABS,
MONOSHO 500MG F.C. TABS.,18,CAPS-TABS,
MOODAPEX 50MG 30 TAB,60,CAPS-TABS,
MORLIMI 10 MG 30 TABS,17.25,CAPS-TABS,
MORNIGAG 30  TABS,24,CAPS-TABS,
MOSAPRIDE 5MG 30 TAB,54,CAPS-TABS,
MOSEDIN 10MG 20 TAB.,30,CAPS-TABS,
MOTHER VIT 28 TAB.,36,CAPS-TABS,
MOTILIUM 10MG 40 F.C.TAB.,42,CAPS-TABS,
MOVEASY 10 MG 20 TAB.,20.5,CAPS-TABS,
MOVEASY 5 MG 30 TABS,18,CAPS-TABS,
MOVIGIT 50MG 30 F.C.TAB.,28.8,CAPS-TABS,
MOXACIN 400MG 5 TAB,58,CAPS-TABS,
MOXEN 15MG 20 TAB.,25.5,CAPS-TABS,
MOXEN 7.5MG 20 TAB.,22.5,CAPS-TABS,
MOXIFLOX 400 MG 10 TAB,148,CAPS-TABS,
MOZANGLIC 0.03/3MG 21 TABLETS,25.25,CAPS-TABS,
MSM 30 TAB,22.5,CAPS-TABS,
MUCO 75MG S.R. 20 CAPS,28.5,CAPS-TABS,7
MUCOSOL 375MG 20 CAPS.,11.25,CAPS-TABS,7
MUCOSTA 100MG 20 TAB.,60,CAPS-TABS,6
MUCOTEC 150MG 20 CAPS.,33,CAPS-TABS,7
MUCOTEC 300MG 20 CAPS.,48.75,CAPS-TABS,7
MULTI-RELAX 10MG 20 F.C. TAB,20.5,CAPS-TABS,4
MULTI-RELAX 5MG 20 F.C. TAB.,18,CAPS-TABS,4
MYLOBAC 10MG 20 TAB.,13,CAPS-TABS,
MYLOBAC 25MG 20 TABS.,16,CAPS-TABS,
MYODONIA 25 MG 30 TABS,42,CAPS-TABS,
MYODURA 10MG 30 TAB.,44.25,CAPS-TABS,
MYODURA 5MG 30 TAB.,33,CAPS-TABS,
MYOFEN 30 CAPS.,27,CAPS-TABS,4
MYOGREL 75MG 30 F.C.TAB.,120,CAPS-TABS,
MYOGREL PLUS 75/75 MG 30 F.C. TABS,147,CAPS-TABS,
NANAZOXID 500MG 18 TAB,58.5,CAPS-TABS,
NAPIBRADINE   5MG   30TAB,126,CAPS-TABS,
NAPIFIT 100MG 4 TAB.,24,CAPS-TABS,
NAPIZOLE 20MG 14 CAPS.,41.5,CAPS-TABS,
NASHILIV 5 MG 20 TABS.,144,CAPS-TABS,
NASSAR 8 TAB (PRICE PER STRIP),7,CAPS-TABS,
NAVOPROXIN PLUS 20 TAB.,21,CAPS-TABS,
NEBASCO 5MG  20TABS,58.5,CAPS-TABS,
NEBILET 5MG 14 TAB.,46,CAPS-TABS,
NEOFLOXIN 400MG 16 TAB.,32.4,CAPS-TABS,12
NEO-MELADENINE FR 50 TAB,25.8,CAPS-TABS,
NEOZOLID 600MG 3 TAB.,25.25,CAPS-TABS,12
NEPHROFLAM 200 MG 30 TAB,35.25,CAPS-TABS,
NERVALTA 60 MG 10 CAPS.,55,CAPS-TABS,
NERVIXAL 30  TABS,45,CAPS-TABS,
NETLOOK 10MG SOFT GELATIN CAPS.,76,CAPS-TABS,
NETLOOK 20MG SOFT GELATIN CAPS.,140,CAPS-TABS,
NEURAZINE 100MG 20 TAB.,10,CAPS-TABS,
NEURAZINE 25MG 20 TAB.,8,CAPS-TABS,
NEURIMAX 30 SOFT GELATIN CAPS.,54,CAPS-TABS,13
NEUROGLOPENTIN 300MG 30 CAP,51,CAPS-TABS,
NEURONTIN 300MG 20 CAPS.,64,CAPS-TABS,
NEUROPATEX 20 CAP,69,CAPS-TABS,
NEUROTON 30 TABS.,37.5,CAPS-TABS,13
NEUROVIT 30 TAB.,30,CAPS-TABS,13
NEVILOB 2.5MG 14 TAB.,22,CAPS-TABS,10
NEVILOB 5MG 14 TAB.,31.2,CAPS-TABS,10
NEVILOB PLUS 5/12.5 MG 20 F.C.TAB,42,CAPS-TABS,10
NEVILOB PLUS 5/25MG 20TAB,45,CAPS-TABS,10
NEWBEZIM 20 TAB.,24,CAPS-TABS,
NEXICURE 20MG 20 TAB.,35,CAPS-TABS,6
NEXICURE 40MG 20 TAB.,69,CAPS-TABS,6
NEXIMASH 40MG 14 TAB.,101,CAPS-TABS,6
NEXIUM 20MG 28 TAB.,196,CAPS-TABS,6
NEXIUM 40MG 28 TABS,292,CAPS-TABS,6
NIFUNAL 200MG 14 CAPS.,7.75,CAPS-TABS,
NIGHT CALM 1MG 20 TAB,18,CAPS-TABS,
NIGHT CALM 3MG 20 TABS,33,CAPS-TABS,
NIT CLEAN 500MG 12TABS.,37,CAPS-TABS,
NITAZODE 500 MG 18 TABS.,55.5,CAPS-TABS,
NITORA 30 F.C. TABS,22.5,CAPS-TABS,
NITROMAK RETARD 2.5MG 60 CAPS.,32.4,CAPS-TABS,
NIXPRAZOLE  40MG 14 caps.,63,CAPS-TABS,
NIZATECT 300MG 20 CAPS.,43.25,CAPS-TABS,
NO DEPRINE 50MG 20 TAB.,27,CAPS-TABS,
NOFLU 20 TAB.,13.5,CAPS-TABS,5
NOLVADEX 10MG 30 TAB.,39,CAPS-TABS,
